年齢,性別,身長,体重
67,女性,154.4,52.446592
34,女性,159.0,55.6182
20,男性,172.0,65.0848
80,女性,160.4,56.601952000000004
63,男性,171.2,64.480768
62,女性,159.3,55.82827800000001
36,男性,169.2,62.983008
50,男性,172.0,65.0848
72,女性,160.1,56.390421999999994
68,女性,157.6,54.643072
60,男性,171.5,64.70695
26,女性,160.4,56.601952000000004
39,女性,156.1,53.607862
28,男性,169.8,63.43048800000001
72,男性,172.2,65.236248
22,男性,174.6,67.06735199999999
60,男性,170.0,63.58
49,男性,166.1,60.696262
56,女性,159.6,56.038752
70,男性,167.6,61.797472
31,男性,173.1,65.91994199999999
65,男性,172.6,65.539672
18,男性,168.6,62.537112
44,男性,166.4,60.91571200000001
68,男性,168.5,62.46295
32,女性,160.1,56.390421999999994
65,男性,166.9,61.28234200000001
39,男性,172.5,65.46375
80,男性,165.4,60.185752
47,女性,154.2,52.31080799999999
68,男性,166.2,60.76936799999999
25,男性,169.3,63.05747800000002
69,女性,155.4,53.128152
20,女性,157.7,54.71243799999999
26,女性,157.1,54.296902
58,女性,157.7,54.71243799999999
70,男性,168.6,62.537112
49,女性,159.3,55.82827800000001
38,男性,165.2,60.04028799999999
68,女性,159.2,55.758207999999996
70,女性,157.9,54.851302000000004
45,女性,156.5,53.88295
48,女性,159.8,56.179288000000014
45,女性,154.4,52.446592
47,男性,168.3,62.314758000000005
53,女性,156.0,53.5392
35,男性,167.3,61.57643800000001
22,女性,157.5,54.57375
26,男性,171.9,65.009142
24,女性,155.6,53.26499199999999
51,女性,157.7,54.71243799999999
41,女性,158.6,55.338712
73,男性,169.2,62.983008
37,女性,155.9,53.47058200000001
70,男性,171.7,64.857958
27,女性,157.2,54.366048
79,女性,154.2,52.31080799999999
55,男性,173.2,65.99612799999998
63,女性,157.5,54.57375
23,女性,156.5,53.88295
58,女性,156.6,53.951831999999996
35,女性,159.4,55.898392
43,男性,171.6,64.782432
75,男性,169.7,63.355798
25,女性,159.3,55.82827800000001
22,男性,174.8,67.22108800000001
74,女性,160.9,56.95538200000001
70,男性,173.2,65.99612799999998
19,女性,154.1,52.242982
48,女性,158.5,55.26895
76,女性,156.5,53.88295
43,女性,156.5,53.88295
25,女性,154.5,52.51455
23,男性,165.5,60.25855
78,男性,168.8,62.685568
56,女性,159.7,56.108998
62,女性,159.2,55.758207999999996
51,女性,159.7,56.108998
76,女性,160.1,56.390421999999994
48,女性,160.8,56.88460800000001
67,女性,155.8,53.40200800000001
18,女性,155.1,52.923221999999996
65,女性,159.7,56.108998
53,女性,158.8,55.478368
47,男性,172.6,65.539672
18,女性,157.9,54.851302000000004
55,女性,156.4,53.81411200000001
60,女性,160.2,56.46088799999999
76,女性,157.1,54.296902
54,女性,154.8,52.718688000000014
69,男性,173.9,66.530662
38,男性,173.8,66.45416800000001
23,女性,159.5,55.96855
80,女性,159.2,55.758207999999996
32,男性,165.9,60.55018200000001
69,女性,156.0,53.5392
21,男性,171.4,64.63151200000001
78,女性,156.7,54.020757999999994
75,男性,173.3,66.07235800000001
61,女性,156.0,53.5392
70,女性,155.6,53.26499199999999
35,男性,167.6,61.797472
27,男性,169.2,62.983008
58,女性,160.4,56.601952000000004
23,女性,156.2,53.676567999999996
32,男性,171.9,65.009142
49,女性,155.4,53.128152
57,男性,165.4,60.185752
18,女性,157.0,54.2278
26,男性,167.0,61.3558
37,男性,165.4,60.185752
41,男性,170.2,63.72968799999999
36,女性,156.0,53.5392
26,男性,173.1,65.91994199999999
27,女性,156.4,53.81411200000001
27,男性,172.8,65.69164800000001
45,男性,172.1,65.16050200000001
62,女性,157.0,54.2278
30,女性,158.4,55.19923200000001
56,男性,169.6,63.281152
70,女性,156.6,53.951831999999996
68,男性,173.3,66.07235800000001
74,男性,174.5,66.99055
47,男性,167.2,61.502848
75,男性,172.7,65.61563799999999
47,男性,170.5,63.95455
40,女性,154.8,52.718688000000014
39,女性,155.0,52.855
50,女性,156.7,54.020757999999994
77,男性,170.1,63.654821999999996
23,男性,172.8,65.69164800000001
70,男性,166.3,60.842518000000005
76,男性,167.0,61.3558
30,男性,173.1,65.91994199999999
23,男性,173.9,66.530662
62,男性,168.0,62.0928
34,女性,160.8,56.88460800000001
57,男性,172.7,65.61563799999999
53,男性,166.3,60.842518000000005
22,女性,157.6,54.643072
34,女性,160.2,56.46088799999999
73,男性,171.6,64.782432
25,男性,174.4,66.913792
50,女性,156.5,53.88295
68,女性,157.2,54.366048
35,女性,156.3,53.745318000000005
69,男性,166.6,61.062231999999995
20,男性,173.3,66.07235800000001
42,女性,158.1,54.99034199999999
36,男性,165.6,60.331391999999994
61,女性,154.8,52.718688000000014
41,女性,160.5,56.67255
73,女性,158.3,55.12955800000001
57,女性,159.0,55.6182
57,女性,157.1,54.296902
68,女性,159.2,55.758207999999996
34,女性,157.7,54.71243799999999
51,男性,166.1,60.696262
73,男性,170.4,63.879552000000004
62,男性,167.5,61.72375
70,男性,167.8,61.94504800000001
39,女性,159.9,56.24962200000001
74,男性,173.3,66.07235800000001
58,女性,158.6,55.338712
31,女性,158.7,55.408517999999994
75,女性,157.3,54.43523800000001
30,男性,166.7,61.135557999999996
27,女性,158.9,55.54826200000001
62,男性,172.7,65.61563799999999
50,女性,157.2,54.366048
29,男性,170.5,63.95455
55,男性,172.1,65.16050200000001
39,女性,154.3,52.378678000000015
34,女性,156.2,53.676567999999996
68,男性,169.5,63.20655
57,男性,165.6,60.331391999999994
22,男性,169.7,63.355798
38,男性,165.8,60.477208000000005
43,男性,168.7,62.61131799999999
65,男性,174.6,67.06735199999999
80,女性,158.3,55.12955800000001
29,女性,156.5,53.88295
45,女性,160.2,56.46088799999999
65,男性,168.8,62.685568
34,女性,158.1,54.99034199999999
42,女性,156.2,53.676567999999996
19,男性,174.6,67.06735199999999
54,男性,171.4,64.63151200000001
70,女性,159.1,55.688182
59,女性,159.4,55.898392
38,男性,174.3,66.83707800000002
62,女性,160.3,56.53139800000001
38,男性,171.5,64.70695
50,女性,158.0,54.9208
59,女性,155.5,53.19655
38,女性,159.4,55.898392
26,男性,167.7,61.87123799999999
28,男性,168.1,62.16674199999999
57,男性,172.3,65.31203800000002
26,男性,166.3,60.842518000000005
40,男性,168.2,62.24072799999999
57,女性,156.2,53.676567999999996
61,男性,174.6,67.06735199999999
36,女性,155.5,53.19655
61,男性,173.1,65.91994199999999
52,男性,173.2,65.99612799999998
41,女性,154.1,52.242982
61,女性,155.3,53.05979800000001
56,男性,172.7,65.61563799999999
33,男性,174.0,66.6072
56,男性,167.3,61.57643800000001
67,女性,155.3,53.05979800000001
28,女性,156.4,53.81411200000001
35,男性,170.6,64.029592
43,女性,157.3,54.43523800000001
49,女性,160.2,56.46088799999999
63,女性,159.2,55.758207999999996
34,女性,156.8,54.089728000000015
49,男性,166.9,61.28234200000001
38,男性,167.2,61.502848
71,女性,159.0,55.6182
73,男性,171.5,64.70695
78,男性,167.0,61.3558
69,女性,155.7,53.33347799999999
46,男性,174.5,66.99055
80,男性,173.7,66.37771799999999
24,女性,157.5,54.57375
19,男性,168.3,62.314758000000005
44,女性,159.0,55.6182
19,男性,170.2,63.72968799999999
79,男性,165.4,60.185752
57,女性,158.3,55.12955800000001
32,男性,165.8,60.477208000000005
21,男性,168.4,62.38883200000001
52,男性,169.4,63.131992000000004
47,女性,159.8,56.179288000000014
40,男性,169.3,63.05747800000002
23,男性,173.6,66.301312
61,女性,157.1,54.296902
63,男性,172.5,65.46375
73,男性,167.2,61.502848
46,女性,160.6,56.74319199999999
56,男性,165.4,60.185752
73,男性,170.7,64.10467799999999
23,男性,168.6,62.537112
33,女性,160.8,56.88460800000001
21,女性,154.6,52.582552
67,女性,157.2,54.366048
66,男性,171.9,65.009142
57,男性,168.9,62.75986200000001
65,女性,159.6,56.038752
63,女性,160.3,56.53139800000001
26,女性,156.9,54.158742000000004
47,女性,159.8,56.179288000000014
33,男性,169.3,63.05747800000002
77,女性,160.1,56.390421999999994
71,男性,168.5,62.46295
43,男性,175.0,67.375
30,男性,165.8,60.477208000000005
76,女性,155.2,52.99148799999999
44,女性,159.0,55.6182
76,男性,169.1,62.908581999999996
46,男性,168.6,62.537112
32,女性,154.6,52.582552
19,女性,157.7,54.71243799999999
22,男性,165.7,60.40427799999999
32,男性,174.2,66.760408
35,女性,158.2,55.05992799999999
55,女性,154.6,52.582552
20,女性,155.9,53.47058200000001
56,男性,165.7,60.40427799999999
69,男性,166.7,61.135557999999996
34,男性,167.6,61.797472
54,男性,168.0,62.0928
56,男性,173.3,66.07235800000001
68,女性,154.6,52.582552
64,男性,173.7,66.37771799999999
74,男性,173.7,66.37771799999999
39,女性,158.3,55.12955800000001
68,女性,155.6,53.26499199999999
47,女性,160.4,56.601952000000004
18,女性,157.9,54.851302000000004
21,女性,155.4,53.128152
36,女性,155.4,53.128152
46,女性,156.6,53.951831999999996
37,女性,158.5,55.26895
48,女性,158.9,55.54826200000001
42,女性,160.1,56.390421999999994
57,女性,159.1,55.688182
62,女性,155.5,53.19655
62,女性,160.2,56.46088799999999
70,男性,173.4,66.148632
46,男性,172.3,65.31203800000002
25,女性,156.7,54.020757999999994
23,女性,156.8,54.089728000000015
55,男性,171.0,64.3302
72,女性,156.3,53.745318000000005
68,男性,166.3,60.842518000000005
24,男性,171.8,64.93352800000001
30,女性,155.5,53.19655
24,男性,174.7,67.144198
48,男性,171.6,64.782432
47,男性,174.8,67.22108800000001
37,女性,156.0,53.5392
32,女性,155.6,53.26499199999999
66,男性,174.2,66.760408
68,女性,156.3,53.745318000000005
18,男性,165.3,60.11299800000001
19,女性,156.5,53.88295
64,男性,173.6,66.301312
52,女性,156.5,53.88295
71,女性,160.2,56.46088799999999
18,女性,160.8,56.88460800000001
62,女性,155.3,53.05979800000001
78,男性,165.6,60.331391999999994
67,男性,166.2,60.76936799999999
64,女性,154.6,52.582552
45,男性,169.4,63.131992000000004
25,男性,165.4,60.185752
32,男性,169.2,62.983008
37,女性,159.6,56.038752
32,男性,168.2,62.24072799999999
78,男性,172.7,65.61563799999999
64,男性,170.7,64.10467799999999
38,女性,160.3,56.53139800000001
72,男性,174.5,66.99055
72,女性,160.0,56.32
72,女性,156.7,54.020757999999994
71,女性,155.3,53.05979800000001
30,男性,167.3,61.57643800000001
63,女性,159.8,56.179288000000014
36,女性,156.8,54.089728000000015
51,男性,167.0,61.3558
21,女性,159.5,55.96855
53,男性,174.7,67.144198
49,男性,165.6,60.331391999999994
38,女性,158.0,54.9208
46,男性,166.5,60.98895
78,男性,170.5,63.95455
51,女性,156.6,53.951831999999996
70,男性,172.3,65.31203800000002
56,男性,174.4,66.913792
28,女性,158.2,55.05992799999999
48,女性,154.4,52.446592
79,男性,170.1,63.654821999999996
72,男性,169.3,63.05747800000002
59,女性,158.0,54.9208
38,女性,158.1,54.99034199999999
25,男性,168.0,62.0928
34,男性,167.4,61.65007200000001
49,女性,158.2,55.05992799999999
59,女性,156.7,54.020757999999994
18,男性,173.4,66.148632
66,男性,173.3,66.07235800000001
62,男性,173.8,66.45416800000001
51,女性,157.2,54.366048
69,男性,170.3,63.80459800000001
34,男性,167.1,61.429302
29,男性,173.9,66.530662
63,男性,174.8,67.22108800000001
79,女性,161.0,57.0262
70,男性,166.4,60.91571200000001
78,男性,166.1,60.696262
69,男性,170.9,64.25498200000001
78,男性,173.3,66.07235800000001
65,女性,155.6,53.26499199999999
22,女性,154.5,52.51455
23,男性,174.8,67.22108800000001
56,女性,156.0,53.5392
48,男性,166.8,61.208928000000014
35,女性,155.2,52.99148799999999
66,女性,158.6,55.338712
68,男性,168.7,62.61131799999999
25,男性,172.0,65.0848
31,男性,166.5,60.98895
80,男性,167.2,61.502848
25,女性,154.7,52.650597999999995
19,男性,169.8,63.43048800000001
62,男性,170.0,63.58
39,女性,155.5,53.19655
20,男性,170.1,63.654821999999996
33,男性,168.9,62.75986200000001
53,男性,169.0,62.8342
47,男性,167.1,61.429302
39,女性,156.0,53.5392
49,女性,159.3,55.82827800000001
39,男性,170.3,63.80459800000001
52,女性,159.3,55.82827800000001
37,男性,165.9,60.55018200000001
28,男性,169.2,62.983008
33,男性,171.8,64.93352800000001
78,女性,158.8,55.478368
59,男性,166.3,60.842518000000005
55,女性,158.7,55.408517999999994
31,男性,167.4,61.65007200000001
58,女性,155.7,53.33347799999999
34,男性,170.9,64.25498200000001
67,女性,158.6,55.338712
30,女性,157.2,54.366048
75,男性,171.0,64.3302
53,男性,165.9,60.55018200000001
40,男性,167.2,61.502848
21,女性,155.8,53.40200800000001
19,男性,174.4,66.913792
21,女性,160.3,56.53139800000001
73,男性,171.6,64.782432
49,女性,156.7,54.020757999999994
46,女性,157.7,54.71243799999999
44,女性,158.1,54.99034199999999
61,男性,166.3,60.842518000000005
75,男性,165.2,60.04028799999999
38,男性,174.5,66.99055
68,女性,159.1,55.688182
24,男性,170.4,63.879552000000004
58,女性,154.9,52.78682200000001
69,女性,161.0,57.0262
27,女性,157.0,54.2278
75,男性,167.1,61.429302
19,男性,170.1,63.654821999999996
46,男性,172.4,65.38787200000002
73,男性,170.1,63.654821999999996
41,女性,158.5,55.26895
50,男性,168.6,62.537112
22,男性,167.4,61.65007200000001
53,女性,160.2,56.46088799999999
37,女性,154.2,52.31080799999999
29,男性,170.6,64.029592
28,男性,167.1,61.429302
25,女性,158.0,54.9208
30,男性,169.7,63.355798
51,女性,154.9,52.78682200000001
75,男性,168.2,62.24072799999999
22,女性,155.5,53.19655
45,女性,156.7,54.020757999999994
30,男性,165.1,59.967622
75,男性,165.4,60.185752
48,女性,159.7,56.108998
60,女性,154.4,52.446592
35,女性,158.6,55.338712
58,女性,155.9,53.47058200000001
47,女性,159.9,56.24962200000001
70,男性,168.1,62.16674199999999
63,女性,156.8,54.089728000000015
40,女性,154.7,52.650597999999995
30,女性,160.2,56.46088799999999
57,男性,172.7,65.61563799999999
24,男性,169.3,63.05747800000002
69,男性,169.2,62.983008
51,男性,172.9,65.767702
45,男性,172.4,65.38787200000002
58,女性,155.0,52.855
39,男性,171.8,64.93352800000001
34,男性,169.4,63.131992000000004
50,女性,155.3,53.05979800000001
50,女性,158.8,55.478368
20,男性,170.1,63.654821999999996
56,女性,154.6,52.582552
58,女性,154.3,52.378678000000015
27,男性,170.9,64.25498200000001
47,女性,156.0,53.5392
20,男性,169.3,63.05747800000002
62,男性,173.5,66.22495
27,男性,168.9,62.75986200000001
62,女性,156.4,53.81411200000001
46,女性,155.8,53.40200800000001
76,女性,157.4,54.50447200000001
70,女性,159.1,55.688182
66,女性,160.7,56.81387799999999
29,男性,165.6,60.331391999999994
60,女性,160.6,56.74319199999999
69,女性,154.1,52.242982
77,男性,171.7,64.857958
41,女性,156.7,54.020757999999994
41,男性,172.7,65.61563799999999
27,女性,155.8,53.40200800000001
24,男性,172.1,65.16050200000001
77,男性,168.5,62.46295
77,男性,172.0,65.0848
34,男性,166.3,60.842518000000005
34,男性,167.3,61.57643800000001
47,男性,170.1,63.654821999999996
47,女性,156.8,54.089728000000015
22,男性,169.9,63.50522200000001
77,女性,156.7,54.020757999999994
22,男性,172.7,65.61563799999999
20,男性,168.5,62.46295
71,女性,159.8,56.179288000000014
47,男性,170.8,64.17980800000001
44,女性,157.8,54.78184800000001
42,女性,155.2,52.99148799999999
74,女性,160.6,56.74319199999999
50,女性,156.7,54.020757999999994
59,女性,160.3,56.53139800000001
76,男性,168.7,62.61131799999999
39,男性,172.9,65.767702
80,男性,165.4,60.185752
63,男性,169.4,63.131992000000004
73,男性,172.9,65.767702
30,女性,158.0,54.9208
46,女性,155.0,52.855
36,男性,168.4,62.38883200000001
25,男性,171.2,64.480768
37,男性,173.0,65.8438
24,男性,169.4,63.131992000000004
46,女性,158.5,55.26895
55,女性,156.0,53.5392
53,女性,157.3,54.43523800000001
39,女性,160.6,56.74319199999999
18,男性,169.6,63.281152
33,女性,157.3,54.43523800000001
57,女性,157.7,54.71243799999999
38,男性,172.4,65.38787200000002
66,男性,174.1,66.683782
38,男性,174.3,66.83707800000002
33,男性,168.9,62.75986200000001
46,男性,167.5,61.72375
73,男性,173.7,66.37771799999999
61,男性,166.8,61.208928000000014
70,女性,158.2,55.05992799999999
73,男性,165.2,60.04028799999999
25,女性,156.8,54.089728000000015
72,男性,174.4,66.913792
64,男性,169.7,63.355798
63,女性,156.5,53.88295
18,男性,173.5,66.22495
80,男性,172.3,65.31203800000002
26,男性,166.1,60.696262
80,男性,165.6,60.331391999999994
46,女性,157.4,54.50447200000001
29,男性,169.9,63.50522200000001
26,男性,172.4,65.38787200000002
42,男性,165.8,60.477208000000005
75,男性,172.7,65.61563799999999
29,男性,166.7,61.135557999999996
25,男性,167.2,61.502848
33,男性,174.7,67.144198
74,男性,172.7,65.61563799999999
44,女性,157.7,54.71243799999999
57,男性,171.6,64.782432
25,女性,154.8,52.718688000000014
30,男性,168.0,62.0928
26,女性,158.1,54.99034199999999
45,女性,156.8,54.089728000000015
32,男性,165.3,60.11299800000001
62,男性,169.1,62.908581999999996
52,女性,156.9,54.158742000000004
44,男性,171.6,64.782432
24,男性,173.8,66.45416800000001
20,男性,165.2,60.04028799999999
49,男性,170.0,63.58
51,男性,173.8,66.45416800000001
24,男性,165.3,60.11299800000001
45,女性,158.4,55.19923200000001
36,男性,168.3,62.314758000000005
55,男性,172.6,65.539672
41,男性,165.8,60.477208000000005
76,男性,171.3,64.55611800000001
28,女性,158.0,54.9208
54,男性,167.1,61.429302
43,女性,160.5,56.67255
57,女性,155.9,53.47058200000001
53,男性,173.0,65.8438
72,男性,165.2,60.04028799999999
35,女性,157.7,54.71243799999999
48,男性,171.3,64.55611800000001
20,女性,155.9,53.47058200000001
30,女性,157.1,54.296902
26,女性,157.9,54.851302000000004
48,女性,159.7,56.108998
47,男性,168.1,62.16674199999999
50,女性,159.6,56.038752
46,女性,156.7,54.020757999999994
40,男性,173.0,65.8438
41,女性,159.6,56.038752
45,男性,172.5,65.46375
28,男性,174.3,66.83707800000002
71,男性,173.7,66.37771799999999
37,男性,165.1,59.967622
80,男性,165.2,60.04028799999999
80,女性,155.3,53.05979800000001
53,女性,159.7,56.108998
61,男性,169.4,63.131992000000004
78,女性,157.5,54.57375
22,男性,170.3,63.80459800000001
78,男性,174.7,67.144198
72,男性,170.2,63.72968799999999
66,男性,167.4,61.65007200000001
75,女性,160.6,56.74319199999999
25,男性,174.7,67.144198
54,男性,170.5,63.95455
69,男性,169.4,63.131992000000004
58,男性,172.6,65.539672
33,女性,154.9,52.78682200000001
52,男性,167.0,61.3558
76,男性,171.3,64.55611800000001
38,女性,160.0,56.32
26,女性,158.8,55.478368
42,男性,171.2,64.480768
67,男性,173.6,66.301312
79,女性,156.6,53.951831999999996
30,女性,158.3,55.12955800000001
37,男性,172.5,65.46375
42,男性,173.7,66.37771799999999
49,女性,154.6,52.582552
30,女性,158.2,55.05992799999999
35,女性,156.6,53.951831999999996
24,女性,154.4,52.446592
59,女性,154.7,52.650597999999995
18,男性,169.4,63.131992000000004
62,女性,160.1,56.390421999999994
53,女性,154.5,52.51455
79,男性,166.9,61.28234200000001
32,女性,156.5,53.88295
32,男性,165.7,60.40427799999999
70,女性,157.2,54.366048
63,男性,170.7,64.10467799999999
68,男性,174.4,66.913792
56,男性,170.8,64.17980800000001
33,男性,165.9,60.55018200000001
40,男性,165.3,60.11299800000001
30,男性,167.2,61.502848
35,男性,172.1,65.16050200000001
26,男性,174.0,66.6072
51,男性,165.2,60.04028799999999
43,男性,169.1,62.908581999999996
31,女性,156.3,53.745318000000005
54,男性,170.8,64.17980800000001
64,男性,170.4,63.879552000000004
63,男性,165.9,60.55018200000001
22,女性,156.1,53.607862
76,男性,174.8,67.22108800000001
40,男性,171.0,64.3302
51,男性,165.8,60.477208000000005
24,男性,173.3,66.07235800000001
65,男性,173.4,66.148632
35,男性,171.6,64.782432
23,女性,159.8,56.179288000000014
27,女性,159.4,55.898392
71,男性,166.9,61.28234200000001
40,女性,155.9,53.47058200000001
70,男性,172.9,65.767702
22,女性,154.7,52.650597999999995
20,男性,169.6,63.281152
65,男性,170.3,63.80459800000001
32,女性,160.2,56.46088799999999
80,男性,168.5,62.46295
30,男性,174.0,66.6072
72,男性,166.4,60.91571200000001
58,女性,157.6,54.643072
23,男性,173.2,65.99612799999998
36,女性,155.3,53.05979800000001
77,女性,160.3,56.53139800000001
59,女性,155.5,53.19655
78,男性,171.0,64.3302
72,男性,174.8,67.22108800000001
68,男性,172.5,65.46375
51,女性,155.1,52.923221999999996
46,女性,157.3,54.43523800000001
30,男性,171.7,64.857958
41,男性,170.3,63.80459800000001
68,女性,158.7,55.408517999999994
57,男性,171.5,64.70695
34,男性,174.8,67.22108800000001
20,男性,169.4,63.131992000000004
68,男性,169.3,63.05747800000002
75,女性,156.4,53.81411200000001
52,女性,157.2,54.366048
34,男性,171.5,64.70695
51,男性,167.6,61.797472
62,男性,165.1,59.967622
43,女性,157.9,54.851302000000004
49,女性,154.0,52.1752
40,女性,158.5,55.26895
45,男性,170.3,63.80459800000001
31,男性,167.5,61.72375
24,女性,157.8,54.78184800000001
37,女性,154.9,52.78682200000001
70,女性,157.1,54.296902
31,女性,161.0,57.0262
67,男性,172.0,65.0848
24,女性,159.0,55.6182
73,男性,170.9,64.25498200000001
29,男性,166.5,60.98895
32,男性,166.1,60.696262
24,女性,155.1,52.923221999999996
68,男性,169.2,62.983008
42,女性,158.2,55.05992799999999
22,女性,157.0,54.2278
23,女性,154.9,52.78682200000001
46,女性,154.7,52.650597999999995
52,女性,156.4,53.81411200000001
58,男性,170.7,64.10467799999999
64,男性,173.7,66.37771799999999
75,男性,170.4,63.879552000000004
60,女性,156.3,53.745318000000005
39,男性,173.0,65.8438
30,男性,168.3,62.314758000000005
71,男性,167.9,62.018902000000004
27,女性,157.5,54.57375
56,女性,154.7,52.650597999999995
54,男性,168.4,62.38883200000001
80,女性,155.8,53.40200800000001
22,女性,159.4,55.898392
54,女性,156.2,53.676567999999996
26,女性,158.2,55.05992799999999
54,男性,171.3,64.55611800000001
23,男性,174.4,66.913792
35,女性,156.8,54.089728000000015
80,女性,156.9,54.158742000000004
41,男性,170.8,64.17980800000001
71,男性,169.1,62.908581999999996
23,男性,165.1,59.967622
57,女性,154.0,52.1752
74,男性,173.2,65.99612799999998
30,男性,165.6,60.331391999999994
33,男性,168.8,62.685568
50,女性,160.6,56.74319199999999
70,男性,168.1,62.16674199999999
40,女性,159.7,56.108998
51,男性,173.0,65.8438
33,男性,174.4,66.913792
33,男性,169.7,63.355798
53,男性,174.5,66.99055
34,男性,172.4,65.38787200000002
18,男性,166.1,60.696262
79,女性,156.8,54.089728000000015
58,男性,170.6,64.029592
19,男性,169.6,63.281152
59,女性,156.4,53.81411200000001
75,女性,156.5,53.88295
40,女性,157.2,54.366048
73,男性,166.3,60.842518000000005
18,男性,170.5,63.95455
78,男性,169.1,62.908581999999996
28,男性,169.8,63.43048800000001
26,男性,167.7,61.87123799999999
57,女性,156.8,54.089728000000015
72,男性,168.4,62.38883200000001
72,女性,158.2,55.05992799999999
27,男性,169.7,63.355798
35,女性,159.7,56.108998
48,女性,159.5,55.96855
24,男性,172.9,65.767702
39,女性,159.7,56.108998
79,男性,165.5,60.25855
60,男性,173.3,66.07235800000001
19,男性,169.5,63.20655
34,女性,158.6,55.338712
53,女性,157.5,54.57375
79,女性,156.8,54.089728000000015
50,男性,171.3,64.55611800000001
49,女性,155.9,53.47058200000001
77,女性,157.5,54.57375
65,女性,155.3,53.05979800000001
24,男性,172.1,65.16050200000001
38,男性,173.4,66.148632
53,女性,155.4,53.128152
48,女性,158.3,55.12955800000001
33,男性,165.1,59.967622
74,男性,169.6,63.281152
79,男性,173.1,65.91994199999999
72,女性,158.3,55.12955800000001
46,女性,157.8,54.78184800000001
24,女性,158.2,55.05992799999999
37,男性,170.1,63.654821999999996
24,女性,160.5,56.67255
65,男性,170.2,63.72968799999999
43,女性,156.5,53.88295
54,男性,167.9,62.018902000000004
30,男性,174.1,66.683782
74,女性,154.6,52.582552
35,男性,167.3,61.57643800000001
26,女性,154.7,52.650597999999995
26,女性,159.6,56.038752
19,女性,159.6,56.038752
35,男性,174.6,67.06735199999999
50,男性,170.7,64.10467799999999
20,男性,172.6,65.539672
48,男性,174.6,67.06735199999999
56,男性,167.3,61.57643800000001
21,男性,170.7,64.10467799999999
48,男性,166.7,61.135557999999996
49,女性,159.4,55.898392
30,女性,158.3,55.12955800000001
33,女性,156.8,54.089728000000015
58,男性,174.7,67.144198
44,男性,170.1,63.654821999999996
68,女性,160.6,56.74319199999999
26,女性,155.9,53.47058200000001
65,女性,159.8,56.179288000000014
27,女性,155.1,52.923221999999996
18,男性,168.5,62.46295
53,女性,157.1,54.296902
33,男性,171.2,64.480768
27,女性,156.4,53.81411200000001
71,男性,169.5,63.20655
40,女性,156.3,53.745318000000005
64,男性,169.8,63.43048800000001
68,女性,156.3,53.745318000000005
43,男性,169.8,63.43048800000001
72,女性,160.2,56.46088799999999
27,男性,171.5,64.70695
27,男性,165.1,59.967622
28,女性,160.6,56.74319199999999
62,男性,174.0,66.6072
28,女性,158.7,55.408517999999994
20,男性,169.0,62.8342
45,女性,158.8,55.478368
64,男性,170.2,63.72968799999999
40,男性,172.0,65.0848
20,女性,160.6,56.74319199999999
57,男性,173.8,66.45416800000001
52,女性,158.5,55.26895
33,男性,169.4,63.131992000000004
62,女性,154.6,52.582552
50,男性,174.4,66.913792
22,女性,157.4,54.50447200000001
59,女性,156.7,54.020757999999994
29,男性,167.1,61.429302
78,男性,169.9,63.50522200000001
45,男性,167.1,61.429302
26,女性,160.8,56.88460800000001
26,男性,167.9,62.018902000000004
19,女性,154.2,52.31080799999999
47,女性,157.7,54.71243799999999
33,女性,157.3,54.43523800000001
63,男性,165.5,60.25855
71,女性,160.3,56.53139800000001
74,男性,165.1,59.967622
70,女性,160.6,56.74319199999999
79,女性,155.4,53.128152
38,男性,169.5,63.20655
57,女性,158.4,55.19923200000001
46,男性,173.6,66.301312
23,男性,169.6,63.281152
25,女性,158.1,54.99034199999999
65,男性,167.2,61.502848
57,男性,174.6,67.06735199999999
50,男性,174.0,66.6072
73,女性,157.9,54.851302000000004
44,男性,171.6,64.782432
30,女性,157.4,54.50447200000001
36,女性,156.2,53.676567999999996
44,女性,154.1,52.242982
70,女性,155.8,53.40200800000001
56,男性,172.3,65.31203800000002
29,女性,158.9,55.54826200000001
76,男性,168.3,62.314758000000005
39,女性,157.6,54.643072
73,女性,160.8,56.88460800000001
58,男性,174.3,66.83707800000002
26,女性,157.2,54.366048
71,女性,159.3,55.82827800000001
58,男性,174.0,66.6072
39,女性,155.5,53.19655
49,女性,159.9,56.24962200000001
58,男性,165.7,60.40427799999999
26,男性,172.3,65.31203800000002
65,女性,158.9,55.54826200000001
79,男性,170.7,64.10467799999999
24,男性,168.2,62.24072799999999
31,男性,167.0,61.3558
61,女性,160.3,56.53139800000001
68,男性,170.7,64.10467799999999
30,女性,160.5,56.67255
74,男性,174.8,67.22108800000001
54,女性,156.2,53.676567999999996
27,女性,158.3,55.12955800000001
80,男性,172.4,65.38787200000002
50,男性,165.1,59.967622
63,男性,172.1,65.16050200000001
34,男性,171.4,64.63151200000001
30,男性,169.1,62.908581999999996
67,女性,156.6,53.951831999999996
52,女性,157.9,54.851302000000004
80,女性,158.2,55.05992799999999
25,女性,154.0,52.1752
19,男性,166.5,60.98895
56,男性,174.3,66.83707800000002
44,女性,155.7,53.33347799999999
32,女性,158.1,54.99034199999999
27,男性,172.8,65.69164800000001
25,女性,157.6,54.643072
61,女性,155.9,53.47058200000001
18,男性,169.4,63.131992000000004
26,男性,166.7,61.135557999999996
18,女性,159.4,55.898392
80,男性,168.1,62.16674199999999
67,女性,154.6,52.582552
